year,lga_id,lga,state,zone,lat,lon,pop_6_11,urban,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,tasso_fuori_scuola,divario_genere_pp,tasso_fuori_scuola_f,tasso_fuori_scuola_m,target_oos_t1,bambini_fuori_scuola
2024,59680162B89638160160445,Ibeju Lekki,Lagos,South West,6.456,3.852,83160,1,52.249,93.547,0.659,40.357,71.687,96.931,0.5,0,34.733,0.0,99.0,27.04,0.958,-0.26,0.813,1.076,0.8,796
2025,59680162B89638160160445,Ibeju Lekki,Lagos,South West,6.456,3.852,83160,1,41.076,99.0,1.098,42.739,61.283,99.0,4.032,1,38.576,0.0,99.0,16.275,0.8,-1.68,0.5,1.555,,665
2020,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,72.607,64.154,3.458,33.729,69.982,55.799,27.02,1,64.168,10.753,53.733,40.49,28.475,-0.07,28.438,28.505,32.104,18094
2021,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,71.761,54.423,3.883,55.931,57.721,41.465,20.064,1,58.893,5.055,54.292,24.954,32.104,-1.18,31.454,32.637,25.439,20400
2022,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,68.231,60.491,2.692,51.259,50.662,90.599,16.008,0,52.863,3.3,56.093,17.522,25.439,-0.04,25.417,25.457,19.928,16164
2023,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,72.633,47.859,1.805,54.773,69.275,81.485,22.833,0,38.394,13.575,83.285,25.665,19.928,-0.25,19.792,20.04,28.317,12663
2024,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,67.895,63.28,3.253,50.884,67.872,67.562,19.325,0,40.85,23.589,70.732,47.384,28.317,0.97,28.85,27.881,20.489,17993
2025,59680162B89640587380951,Jos East,Plateau,North Central,9.866,9.108,63542,0,60.692,73.914,2.245,32.797,55.105,64.611,25.602,2,45.609,0.0,79.497,46.562,20.489,0.33,20.669,20.341,,13019
2020,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,86.862,28.756,3.417,40.823,57.043,65.701,23.446,4,52.186,33.97,77.9,10.334,36.04,1.26,36.731,35.475,44.906,16995
2021,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,74.709,47.649,3.49,71.505,28.183,46.136,22.273,5,57.384,31.601,73.359,18.264,44.906,0.17,45.001,44.828,48.55,21176
2022,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,83.912,33.665,3.134,64.866,48.243,50.715,37.264,0,81.752,23.121,63.036,27.847,48.55,2.83,50.107,47.276,49.719,22894
2023,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,77.343,40.249,4.915,70.229,27.124,29.44,28.243,1,82.06,30.809,73.0,25.557,49.719,0.6,50.047,49.45,33.827,23445
2024,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,81.088,55.307,3.305,68.05,60.995,75.625,15.966,1,61.517,26.581,40.347,11.058,33.827,0.44,34.07,33.628,30.002,15952
2025,59680162B89701706643364,Silame,Sokoto,North West,12.994,4.83,47156,1,74.06,32.136,4.366,59.614,57.684,53.806,28.852,1,58.058,13.744,75.295,34.473,30.002,-1.51,29.172,30.681,,14148
2020,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,81.779,44.769,4.833,46.718,44.555,65.579,35.602,3,60.551,19.562,48.757,14.85,44.182,1.75,45.143,43.396,45.53,7575
2021,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,87.322,41.679,2.995,31.475,13.368,43.836,37.189,3,65.423,34.868,37.778,28.734,45.53,3.22,47.299,44.082,44.349,7806
2022,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,89.307,50.061,4.898,66.664,54.096,57.731,34.402,7,77.119,21.726,29.1,16.378,44.349,0.7,44.733,44.036,39.14,7604
2023,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,92.488,25.508,3.117,55.027,23.145,52.217,21.816,2,48.778,19.725,52.322,15.062,39.14,1.41,39.913,38.507,46.041,6710
2024,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,80.033,49.007,4.07,62.635,6.4,46.161,26.868,5,56.31,21.043,64.264,14.48,46.041,1.22,46.713,45.491,53.087,7894
2025,59680162B89766877463651,Ganjuwa,Bauchi,North East,10.743,9.997,17145,0,83.721,38.666,5.667,64.993,26.466,34.32,18.879,7,72.527,11.68,71.318,17.464,53.087,3.29,54.897,51.606,,9102
2020,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,87.541,38.719,4.231,68.964,44.093,34.826,22.288,2,66.197,50.644,54.238,8.274,52.34,-0.41,52.117,52.523,51.16,39741
2021,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,88.302,38.215,6.401,52.828,40.903,25.738,34.624,0,68.92,31.304,33.841,19.293,51.16,0.52,51.448,50.924,46.436,38845
2022,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,75.689,49.193,4.724,43.161,35.463,33.4,35.089,1,74.075,21.773,70.943,17.286,46.436,0.11,46.495,46.388,45.428,35259
2023,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,87.737,41.142,4.039,63.931,50.295,31.868,25.115,2,52.036,29.647,33.301,18.754,45.428,4.07,47.667,43.595,47.922,34493
2024,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,91.378,27.376,4.948,50.118,16.471,39.816,26.115,0,33.766,27.508,56.573,21.74,47.922,2.87,49.502,46.63,49.866,36387
2025,59680162B89921626898623,Sokoto South,Sokoto,North West,13.035,5.263,75929,0,89.042,28.757,6.399,55.263,33.625,34.063,23.403,1,52.397,42.85,54.513,13.144,49.866,0.24,49.997,49.76,,37863
2020,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,89.718,40.37,3.853,58.765,48.572,20.167,34.148,1,65.66,42.82,56.114,14.699,55.554,2.6,56.985,54.383,62.993,28903
2021,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,97.964,46.024,5.269,79.255,23.778,38.246,32.99,3,77.492,25.188,38.055,16.273,62.993,2.48,64.356,61.877,46.906,32773
2022,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,99.0,55.44,3.091,59.902,43.849,26.141,34.037,2,53.265,23.548,40.914,11.725,46.906,-0.56,46.601,47.156,54.848,24404
2023,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,97.037,33.217,5.928,64.936,27.401,41.005,27.167,2,55.173,34.455,56.155,13.949,54.848,3.22,56.621,53.398,59.659,28536
2024,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,96.306,35.993,5.31,58.478,50.737,58.041,42.018,2,41.613,30.78,74.477,18.657,59.659,-2.15,58.474,60.628,53.075,31039
2025,59680162B89970230221745,Takai,Kano,North West,11.48,9.151,52027,0,98.446,40.293,5.627,71.092,45.289,70.363,31.038,0,86.61,23.506,43.483,21.196,53.075,-0.03,53.057,53.09,,27613
2020,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,85.768,34.537,6.818,49.731,35.367,27.97,24.976,4,42.661,31.989,49.124,16.607,48.381,1.7,49.317,47.614,41.658,17869
2021,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,96.302,45.193,3.742,50.198,50.301,51.79,20.235,8,83.984,25.742,36.268,19.769,41.658,-0.1,41.603,41.704,42.399,15386
2022,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,93.07,28.331,2.937,58.189,32.98,55.755,19.69,5,67.739,16.759,69.658,15.965,42.399,2.08,43.544,41.462,42.464,15660
2023,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,90.044,30.048,3.93,63.072,40.92,38.156,38.027,4,52.234,31.241,56.119,24.83,42.464,0.54,42.761,42.222,39.971,15684
2024,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,77.014,47.148,3.568,57.429,64.185,44.553,33.78,7,51.819,13.331,41.073,29.297,39.971,3.69,41.998,38.312,50.703,14763
2025,59680162B90037113183568,Gujba,Yobe,North East,11.342,11.895,36935,0,78.776,18.475,4.931,53.036,52.613,48.004,30.598,4,66.866,29.111,49.444,26.71,50.703,0.22,50.823,50.605,,18727
2020,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,77.911,40.709,5.566,70.073,35.74,61.832,19.101,1,52.706,22.663,44.136,15.755,43.899,0.97,44.431,43.464,34.854,14611
2021,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,79.352,62.192,2.674,62.637,60.966,71.3,32.737,3,66.804,22.77,53.65,15.166,34.854,-0.19,34.749,34.941,38.171,11601
2022,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,78.123,55.647,4.639,71.482,47.349,54.401,20.993,1,70.288,37.358,59.727,15.559,38.171,1.96,39.248,37.29,42.127,12704
2023,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,83.752,40.243,4.143,70.566,43.733,48.79,19.256,1,43.515,24.51,77.094,18.759,42.127,-0.05,42.102,42.149,34.174,14021
2024,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,78.876,38.66,3.71,58.713,54.625,49.614,27.701,1,71.591,30.551,56.435,17.983,34.174,0.88,34.658,33.778,43.921,11374
2025,59680162B90439441381954,Kubau,Kaduna,North West,10.813,8.361,33283,1,85.296,44.61,5.047,66.787,48.298,51.479,25.002,0,58.675,36.48,62.019,29.172,43.921,-1.13,43.298,44.43,,14618
2020,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,60.913,85.927,1.334,40.356,66.013,81.562,4.703,1,55.24,1.67,77.063,13.765,6.757,-0.33,6.574,6.906,10.67,3650
2021,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,70.133,83.625,0.715,37.887,87.373,70.058,7.39,1,44.448,0.0,78.962,20.775,10.67,-1.52,9.834,11.353,13.053,5763
2022,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,57.377,75.79,0.41,41.991,77.462,85.584,9.027,1,44.269,0.0,86.738,25.8,13.053,0.61,13.39,12.777,11.18,7051
2023,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,65.656,74.669,0.242,38.874,70.64,70.074,11.452,4,37.975,3.86,77.846,31.866,11.18,-1.6,10.299,11.901,9.46,6039
2024,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,62.141,98.785,0.2,28.919,60.686,99.0,5.342,0,31.29,12.932,99.0,21.108,9.46,-1.6,8.579,10.181,12.575,5110
2025,59680162B90522809362613,Owan East,Edo,South South,7.031,6.106,54018,1,54.427,84.363,3.395,37.577,57.308,99.0,0.5,1,62.126,0.0,76.053,35.593,12.575,-2.38,11.269,13.645,,6793
2020,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,84.686,42.957,2.837,54.84,8.663,27.816,25.278,1,42.676,23.192,45.48,25.058,46.096,1.27,46.794,45.525,48.839,13470
2021,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,96.302,47.705,4.013,54.919,49.376,42.07,27.764,6,82.284,19.821,44.686,14.609,48.839,2.68,50.314,47.631,46.53,14272
2022,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,84.139,63.507,4.745,51.497,42.353,57.074,24.927,5,66.464,27.137,41.359,11.542,46.53,-2.06,45.396,47.457,42.806,13597
2023,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,84.312,26.919,4.321,28.884,26.687,45.61,21.994,4,48.046,28.307,48.39,22.765,42.806,1.34,43.545,42.201,49.116,12509
2024,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,77.806,36.07,1.704,73.456,35.925,22.659,37.872,6,51.949,39.25,39.654,13.905,49.116,1.53,49.96,48.425,53.057,14353
2025,59680162B90533313280833,Nangere,Yobe,North East,11.807,11.07,29222,0,84.377,31.812,3.215,80.787,33.995,42.674,12.269,4,52.972,40.153,59.883,16.766,53.057,1.44,53.849,52.409,,15504
2020,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,62.634,91.242,2.039,45.617,85.551,79.267,7.984,2,73.576,7.384,98.609,21.05,23.731,-0.65,23.373,24.025,18.132,5927
2021,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,56.04,89.933,2.197,55.057,78.72,76.706,4.035,1,56.155,1.986,75.338,20.12,18.132,-1.67,17.212,18.885,20.156,4529
2022,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,72.866,89.425,4.294,50.54,54.608,71.606,3.982,1,51.552,0.0,62.592,17.408,20.156,0.09,20.207,20.115,0.887,5034
2023,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,51.68,99.0,0.792,42.554,73.913,74.006,1.135,1,45.799,0.0,81.013,36.577,0.887,0.55,1.19,0.639,13.58,222
2024,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,62.55,99.0,1.255,44.143,89.117,88.457,0.89,0,32.439,0.0,79.203,16.702,13.58,-2.41,12.251,14.666,13.694,3392
2025,59680162B90577513466378,Andoni,Rivers,South South,4.512,7.374,24976,1,68.209,99.0,0.809,46.172,50.427,47.487,0.5,1,41.752,0.0,99.0,37.563,13.694,-0.92,13.187,14.108,,3420
2020,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,65.389,70.502,0.479,33.097,76.295,75.24,19.596,3,50.933,10.187,60.469,20.258,23.083,-1.43,22.298,23.725,22.422,2291
2021,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,72.315,78.115,1.723,28.336,61.425,72.952,10.162,1,55.971,6.153,74.318,29.59,22.422,-0.58,22.103,22.683,29.993,2225
2022,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,64.723,69.515,3.845,40.639,41.501,61.153,11.049,2,46.687,8.87,70.026,38.697,29.993,2.24,31.224,28.985,25.678,2976
2023,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,65.913,75.031,3.094,29.781,75.927,64.317,15.596,2,52.273,0.0,63.717,9.594,25.678,2.82,27.228,24.41,15.842,2548
2024,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,59.848,84.793,0.755,50.645,77.61,72.555,20.318,2,40.313,0.0,72.192,25.223,15.842,0.3,16.006,15.708,19.669,1572
2025,59680162B90615098764032,Okrika,Rivers,South South,4.623,7.072,9924,0,78.358,89.489,2.196,43.901,60.751,80.395,16.167,0,62.243,8.649,91.812,29.291,19.669,-1.82,18.668,20.488,,1952
2020,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,92.922,60.173,4.822,59.408,35.658,43.726,29.318,14,55.532,8.977,50.505,20.595,57.828,0.12,57.895,57.774,48.061,43056
2021,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,92.641,42.733,4.396,34.235,52.448,60.276,34.632,7,58.141,28.41,29.837,7.674,48.061,-2.38,46.753,49.132,42.168,35784
2022,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,97.989,44.013,3.3,54.432,64.568,64.441,23.519,4,67.237,28.404,49.326,14.252,42.168,2.54,43.566,41.024,54.76,31396
2023,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,88.368,45.103,4.817,73.288,41.518,33.883,26.507,9,63.564,23.563,56.908,14.9,54.76,1.64,55.66,54.023,46.785,40772
2024,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,76.794,56.906,4.398,47.645,17.586,31.593,15.865,5,49.647,24.268,46.144,19.869,46.785,1.45,47.581,46.135,49.499,34834
2025,59680162B90895100901083,Itas/Gadau,Bauchi,North East,11.885,10.055,74455,0,93.83,42.445,2.415,51.21,36.153,44.329,31.102,6,69.069,38.965,44.192,28.104,49.499,3.3,51.314,48.013,,36854
2020,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,78.173,39.944,3.78,37.129,13.997,30.7,13.479,1,50.565,19.293,55.996,23.046,34.935,3.01,36.588,33.582,34.917,6255
2021,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,71.356,64.996,4.932,47.538,45.586,70.821,22.863,1,63.657,0.0,37.759,11.099,34.917,-0.83,34.463,35.289,28.361,6252
2022,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,66.893,54.672,3.471,45.991,47.594,75.037,33.805,2,46.343,2.074,66.298,53.376,28.361,0.15,28.445,28.292,31.437,5078
2023,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,71.715,53.212,2.401,48.278,42.214,71.202,23.672,4,34.854,2.351,58.105,14.078,31.437,1.26,32.132,30.868,35.291,5629
2024,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,71.213,62.271,6.292,49.107,53.105,41.55,31.009,0,40.96,8.872,43.463,23.902,35.291,-0.61,34.956,35.565,32.588,6319
2025,59680162B90915593246984,Obi,Nasarawa,North Central,8.376,8.758,17906,0,70.631,75.036,4.095,48.501,55.413,75.78,19.733,2,52.95,16.37,58.383,21.19,32.588,1.02,33.147,32.131,,5835
2020,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,75.736,47.173,3.5,65.622,46.398,77.004,43.3,1,49.774,24.559,36.209,15.583,43.295,-0.89,42.805,43.696,42.346,7764
2021,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,76.83,43.322,3.746,70.119,41.025,56.044,35.663,1,54.583,34.727,41.25,15.741,42.346,0.15,42.43,42.277,43.371,7593
2022,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,87.198,60.548,3.546,68.646,62.265,48.515,22.185,3,76.322,42.534,74.517,15.802,43.371,-0.14,43.292,43.435,36.525,7777
2023,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,74.474,24.707,5.284,66.591,47.181,56.342,24.452,0,48.375,14.52,46.06,11.546,36.525,0.96,37.053,36.093,39.194,6550
2024,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,84.272,49.476,4.21,51.644,44.913,62.504,25.238,2,66.178,45.51,54.882,28.898,39.194,2.07,40.333,38.262,35.482,7028
2025,59680162B90957738044815,Yankwashi,Jigawa,North West,12.74,8.56,17932,1,74.929,35.705,2.468,71.992,48.394,57.252,35.54,0,48.424,19.763,53.76,21.33,35.482,2.98,37.123,34.139,,6363
2020,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,99.0,40.461,2.171,58.909,51.997,39.148,22.032,3,47.947,46.428,55.588,9.888,44.854,2.45,46.199,43.754,44.4,20915
2021,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,99.0,35.824,3.77,49.78,33.839,51.59,33.806,4,69.827,34.253,56.475,21.564,44.4,2.49,45.769,43.281,43.34,20703
2022,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,99.0,49.764,3.189,44.291,43.135,48.397,23.337,4,79.825,36.023,63.635,8.769,43.34,2.87,44.921,42.046,41.266,20209
2023,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,76.631,46.909,2.766,62.944,42.409,49.038,36.555,2,60.551,20.228,60.569,16.489,41.266,1.61,42.149,40.543,51.826,19241
2024,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,94.584,55.251,5.887,49.355,30.783,35.666,26.992,3,81.975,22.58,49.391,13.66,51.826,-1.01,51.272,52.28,46.498,24166
2025,59680162B91029831757376,Dambam,Bauchi,North East,11.629,10.765,46628,0,83.331,54.663,5.899,56.046,51.9,27.026,17.758,9,60.118,29.981,73.204,23.663,46.498,-1.55,45.646,47.195,,21681
2020,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,68.685,75.325,1.858,37.858,85.656,62.95,11.029,1,39.024,5.689,74.843,35.384,10.413,-2.02,9.3,11.325,13.29,1972
2021,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,71.096,81.009,0.663,59.222,81.476,78.013,8.384,1,49.958,9.126,66.146,23.049,13.29,0.12,13.356,13.236,7.875,2516
2022,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,62.291,78.666,0.759,37.868,80.876,99.0,1.605,2,47.073,0.436,99.0,28.651,7.875,-0.99,7.333,8.318,16.802,1491
2023,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,67.0,78.013,0.339,17.704,69.228,71.653,20.801,0,26.818,15.283,69.854,17.875,16.802,-0.04,16.783,16.818,11.271,3181
2024,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,67.872,98.152,0.2,34.846,75.757,81.399,15.23,2,16.658,0.0,88.035,36.338,11.271,-0.24,11.136,11.38,0.8,2134
2025,59680162B9128777704300,Aba South,Abia,South East,5.078,7.349,18934,0,63.278,84.419,0.2,32.99,81.534,99.0,6.085,0,45.792,0.0,73.955,24.036,0.8,-1.75,0.5,1.587,,151
2020,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,89.12,36.633,4.921,64.468,49.436,38.769,23.49,3,47.408,47.852,56.854,8.604,50.103,-0.95,49.581,50.53,47.042,19780
2021,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,82.272,39.165,4.059,65.847,42.907,60.829,30.643,0,62.347,31.033,69.572,11.987,47.042,-0.97,46.507,47.48,48.509,18571
2022,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,88.02,56.812,4.74,57.188,55.604,33.217,31.261,2,56.81,23.886,62.149,18.986,48.509,0.24,48.639,48.403,47.887,19150
2023,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,79.234,37.687,4.949,64.45,38.903,53.064,28.302,1,47.552,17.739,40.509,11.784,47.887,2.68,49.359,46.683,43.799,18905
2024,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,84.804,43.49,2.994,58.598,32.088,54.192,32.729,2,72.61,40.712,61.256,18.337,43.799,0.59,44.124,43.533,40.49,17291
2025,59680162B91304502238334,Katsina,Katsina,North West,13.018,7.627,39478,1,78.281,46.483,3.189,68.984,43.468,66.163,24.952,2,73.469,26.438,58.403,25.326,40.49,2.83,42.047,39.216,,15985
2020,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,73.303,75.985,1.994,21.739,58.768,95.668,10.806,0,35.603,0.0,55.892,31.232,18.422,0.65,18.78,18.13,14.698,1768
2021,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,69.922,85.235,2.768,37.316,74.094,78.836,17.158,1,62.986,4.41,75.267,30.857,14.698,-0.91,14.2,15.106,24.438,1411
2022,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,69.138,77.34,2.331,33.992,62.368,44.28,22.089,1,46.543,11.798,90.172,22.787,24.438,-1.35,23.697,25.045,20.862,2346
2023,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,62.01,61.859,1.837,59.489,74.197,70.453,15.78,2,37.323,10.706,65.121,27.197,20.862,-1.7,19.928,21.626,20.101,2002
2024,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,59.316,76.342,1.466,59.908,66.124,90.535,0.5,1,45.287,0.0,99.0,18.235,20.101,-3.0,18.451,21.451,19.929,1929
2025,59680162B9133954487337,Nasarawa,Nasarawa,North Central,8.331,7.758,9598,1,58.737,79.728,0.2,34.652,48.592,74.291,12.805,5,66.752,0.0,73.18,23.32,19.929,-0.01,19.925,19.932,,1913
2020,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,72.769,73.49,1.85,54.546,52.335,55.571,9.67,2,51.497,3.533,75.355,47.465,25.461,-1.17,24.82,25.986,22.529,9469
2021,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,67.869,72.968,3.377,58.339,89.266,62.031,8.019,1,62.783,0.0,39.038,19.716,22.529,0.16,22.62,22.455,17.467,8378
2022,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,81.748,76.872,2.091,38.418,67.962,63.508,15.543,0,58.554,0.0,53.444,20.043,17.467,0.56,17.775,17.215,21.861,6496
2023,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,68.634,66.518,0.21,50.592,37.978,40.86,14.559,1,38.79,8.527,70.629,22.002,21.861,2.15,23.042,20.894,29.341,8130
2024,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,65.799,79.027,1.794,46.866,56.545,57.271,15.543,1,61.428,7.375,69.289,42.356,29.341,-3.0,27.691,30.691,23.729,10911
2025,59680162B91433810506609,Urue Offong/Oruko,Akwa Ibom,South South,4.731,8.16,37188,0,68.421,89.942,2.085,36.541,63.902,74.491,17.349,1,83.203,0.0,67.486,65.205,23.729,0.23,23.856,23.626,,8824
2020,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,88.299,42.463,5.33,67.155,27.009,38.116,34.285,0,57.904,31.757,43.498,6.497,49.934,2.51,51.316,48.803,42.294,31893
2021,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,78.274,21.969,6.381,46.0,32.004,57.954,20.986,2,60.306,40.383,32.506,13.961,42.294,-0.03,42.278,42.307,60.369,27014
2022,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,94.414,48.527,4.014,58.734,45.4,45.616,32.759,2,65.326,42.788,48.943,16.735,60.369,3.99,62.563,58.574,54.791,38559
2023,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,91.443,40.587,3.939,43.479,18.41,35.377,31.72,1,52.813,35.769,50.448,25.234,54.791,0.68,55.164,54.485,52.262,34995
2024,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,82.954,34.234,4.92,70.172,18.67,51.827,24.231,1,51.911,42.492,20.235,11.836,52.262,1.4,53.031,51.632,50.821,33380
2025,59680162B91454305469147,Zango,Katsina,North West,12.962,8.548,63871,0,87.531,23.744,4.025,53.295,61.791,35.359,15.16,0,62.292,27.954,74.556,20.128,50.821,2.7,52.306,49.606,,32460
2020,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,92.645,55.541,4.236,61.34,22.264,47.0,40.028,7,53.041,31.665,49.708,15.925,59.915,-1.1,59.311,60.409,54.648,34046
2021,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,86.443,40.565,3.589,53.772,33.999,26.028,30.14,4,65.048,43.976,40.484,10.405,54.648,2.77,56.169,53.404,48.249,31053
2022,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,99.0,32.971,2.731,51.841,49.512,52.883,26.409,4,63.296,18.381,39.997,7.286,48.249,0.87,48.729,47.857,42.945,27417
2023,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,85.117,56.063,3.845,49.55,36.888,59.138,24.028,6,42.716,32.473,27.959,18.909,42.945,1.37,43.696,42.33,49.62,24403
