poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,lga_id
-0.661,-0.919,-1.11,-2.061,1.443,0.013,-0.54,0.219,-0.053,-1.139,0.686,-0.288,59680162B85175001165051
-1.726,-3.174,0.051,-0.81,-3.141,-0.278,-0.881,-0.933,0.034,-3.203,-2.335,-0.105,59680162B85189896765318
-0.829,1.5,-0.146,-0.366,1.254,-0.257,-0.331,0.795,-0.305,-1.535,0.56,0.004,59680162B85303802109421
-3.221,-5.106,-0.758,-0.355,-2.607,-2.761,-2.245,-0.357,0.253,-3.203,-2.335,-0.152,59680162B85361781814064
2.136,5.688,0.344,2.118,2.633,0.944,2.895,0.219,0.55,3.155,1.387,0.271,59680162B85415328791745
1.979,6.088,1.414,-0.065,2.74,1.285,2.516,0.795,0.771,0.375,2.039,0.188,59680162B85493721249292
3.136,3.568,0.905,0.635,0.282,1.486,0.897,2.522,1.385,0.013,1.238,0.104,59680162B85522063023223
3.567,3.47,2.142,1.826,1.883,1.429,1.236,0.219,0.186,1.819,0.612,0.24,59680162B85769693016783
-0.785,-4.869,-1.068,-1.912,-2.069,-1.527,-1.465,-0.933,-0.798,-3.203,-1.092,-0.371,59680162B86026568122675
-4.881,-5.369,-1.41,0.556,-3.848,-2.096,-1.768,0.219,-0.474,-0.15,-1.749,0.062,59680162B86061563506110
1.771,2.291,-0.845,0.619,0.899,-0.285,0.694,3.674,0.588,1.715,0.769,0.067,59680162B86116731035265
-0.661,-0.711,0.105,0.36,-0.453,0.789,-1.384,1.946,0.616,0.459,0.802,-0.221,59680162B86155479852967
2.826,3.289,-0.161,-0.486,0.38,2.743,-0.083,2.522,0.106,1.276,-0.572,-0.328,59680162B86291828303656
-0.458,0.264,-0.327,-0.203,-0.413,0.155,-0.945,-0.357,-0.022,-2.369,1.545,-0.261,59680162B86357482908219
2.434,5.801,0.079,0.042,1.128,1.566,1.68,-0.933,0.242,2.221,1.057,-0.003,59680162B86414227144381
-1.155,-5.251,-0.41,-0.256,-0.11,-1.529,-1.113,-0.933,0.66,-3.203,-1.026,0.268,59680162B86980115162892
-4.216,-5.81,-1.189,-1.735,-2.706,-2.761,-1.015,-0.933,-0.257,-3.175,-1.196,-1.097,59680162B87049040782715
2.565,4.862,0.859,-1.183,0.01,1.752,1.014,0.219,0.578,2.974,0.151,0.079,59680162B87154562016330
-1.01,-2.969,-0.278,-0.563,-0.974,-1.609,-0.387,0.219,0.523,-3.203,1.891,0.239,59680162B87230656090923
1.866,3.697,0.325,0.812,0.933,2.969,2.234,-0.933,0.784,3.377,2.602,-0.045,59680162B87284296025200
1.27,3.814,0.567,0.924,0.651,1.571,-0.571,-0.933,0.358,1.291,2.397,0.124,59680162B87372052025364
-3.966,-6.287,-1.227,-0.378,-2.622,-2.248,-0.76,-0.357,0.159,-2.638,-2.107,0.055,59680162B87442417129591
2.631,5.467,-0.674,-0.016,1.158,1.412,1.919,2.522,0.376,1.957,3.42,-0.376,59680162B87534880716336
0.24,-1.074,0.353,-0.388,-0.451,-0.355,0.169,0.795,-0.265,-0.932,-0.158,-0.108,59680162B87556890682936
1.718,0.74,-0.171,1.0,1.84,0.507,0.969,0.795,0.06,-0.844,0.709,0.24,59680162B87731060313783
-4.828,-6.287,-0.388,-0.484,-0.116,-0.761,1.226,-0.933,0.214,-3.203,-1.796,0.039,59680162B87797979497124
3.172,4.585,0.979,0.215,0.552,2.009,0.588,1.371,0.526,5.705,1.044,0.079,59680162B87872962443621
-4.117,-6.287,-1.154,-1.208,-2.098,-1.296,-2.709,-0.933,-0.319,-3.203,0.698,-0.084,59680162B88090020431393
2.216,2.748,1.138,0.033,0.584,1.437,0.837,0.219,0.412,4.856,1.273,0.229,59680162B88243538379460
0.141,-5.109,-0.202,-0.474,-2.402,-0.777,-0.341,0.219,0.053,-3.203,-2.272,0.102,59680162B88302028338466
1.438,5.418,1.199,-0.676,2.555,2.369,3.344,-0.357,0.073,2.679,2.101,0.126,59680162B88365177272018
1.838,1.499,1.032,1.23,1.508,-0.01,0.356,1.371,0.652,-0.049,2.002,0.008,59680162B88504568355174
-3.615,-5.533,-0.912,-0.374,-2.387,-2.259,-1.713,-0.357,-0.835,-3.203,-2.335,0.1,59680162B88663407419721
-3.24,-5.872,-0.596,-0.767,-1.183,-2.16,-2.519,-0.357,-0.236,-3.203,-2.335,0.056,59680162B8886032648131
1.107,2.155,1.181,0.406,1.243,0.044,1.018,-0.357,0.725,2.969,0.172,0.319,59680162B88881037507986
-0.844,-0.046,-0.211,-0.628,0.803,0.117,-0.158,-0.933,-0.06,-1.192,-0.773,-0.037,59680162B88998270560680
-0.527,3.633,-0.421,-0.894,1.32,0.478,-1.854,-0.357,0.314,-0.531,0.268,0.01,59680162B89203090045374
0.49,-5.031,0.255,-1.655,-1.224,-0.552,0.382,0.219,0.241,-2.188,0.367,0.15,59680162B89324456878264
-0.966,-5.31,-0.867,0.107,-2.697,-1.363,-2.609,-0.933,0.667,-3.203,1.151,-0.052,59680162B89342314449475
1.353,2.413,1.271,-0.185,1.237,-1.564,0.6,1.371,0.188,2.305,2.049,-0.06,59680162B89355923746110
-1.6,-4.007,-1.238,-1.009,-0.894,-1.287,-0.673,-0.357,0.626,-3.203,0.545,0.127,59680162B89388744582495
3.414,4.497,1.298,0.934,0.555,0.809,3.717,1.371,0.51,1.639,-0.27,0.138,59680162B89404589930000
-0.666,-0.025,0.021,-0.159,1.136,1.029,1.244,-0.357,-0.839,-2.981,-0.536,-0.041,59680162B89596725903657
-3.636,-6.287,-1.028,-0.025,-2.188,-1.042,-0.865,-0.933,0.593,-1.756,-0.711,-0.698,59680162B89634889188856
-5.309,-6.287,-0.993,-0.489,-0.837,-2.761,-2.186,-0.357,-0.388,-3.203,-2.335,0.243,59680162B89638160160445
-2.146,-2.126,-0.36,-1.183,-0.344,-0.25,1.004,0.219,-0.169,-3.203,-0.877,-0.751,59680162B89640587380951
0.009,4.804,0.811,0.689,-0.55,0.538,1.485,-0.357,0.217,-0.751,-0.563,-0.355,59680162B89701706643364
1.567,3.721,1.53,1.064,1.942,1.961,0.01,3.098,0.665,-1.12,-0.265,0.204,59680162B89766877463651
2.425,5.365,1.934,0.385,1.37,1.98,0.679,-0.357,0.041,4.441,0.992,0.345,59680162B89921626898623
3.941,3.451,1.508,1.489,0.439,-0.67,1.808,-0.933,1.102,0.99,1.816,0.081,59680162B89970230221745
0.77,7.07,1.123,0.23,-0.145,0.962,1.743,1.371,0.49,1.99,1.371,-0.1,59680162B90037113183568
1.821,2.735,1.187,1.189,0.199,0.708,0.915,-0.933,0.236,3.304,0.43,-0.181,59680162B90439441381954
-3.157,-3.859,0.275,-0.849,-0.52,-2.761,-2.709,-0.357,0.343,-3.203,-0.619,-0.391,59680162B90522809362613
1.673,4.858,0.176,2.166,1.341,1.351,-0.968,1.371,0.059,3.959,0.59,0.227,59680162B90533313280833
-0.934,-6.287,-1.152,-0.249,0.029,1.0,-2.709,-0.357,-0.289,-3.203,-2.335,-0.456,59680162B90577513466378
0.702,-4.709,-0.387,-0.408,-0.795,-1.403,-0.391,-0.933,0.346,-1.66,-1.798,-0.185,59680162B90615098764032
3.197,3.094,-0.266,0.102,1.169,1.23,1.818,2.522,0.558,3.748,1.763,-0.146,59680162B90895100901083
-0.544,-2.312,0.662,-0.087,-0.369,-1.066,0.136,0.219,0.058,-0.283,0.702,0.081,59680162B90915593246984
0.149,4.212,-0.236,1.552,0.191,0.287,2.474,-0.933,-0.082,0.322,1.048,0.077,59680162B90957738044815
1.504,1.068,1.658,0.44,-0.088,2.493,-0.156,4.25,0.28,2.145,-0.406,0.0,59680162B91029831757376
-1.729,-3.868,-1.488,-1.169,-2.454,-2.761,-1.882,-0.933,-0.164,-3.203,-0.462,-0.012,59680162B9128777704300
0.69,2.425,0.162,1.342,0.585,-0.364,0.908,0.219,0.694,1.513,0.701,-0.054,59680162B91304502238334
-2.462,-3.09,-1.488,-1.053,0.176,-0.957,-0.889,1.946,0.486,-3.203,-0.405,0.011,59680162B9133954487337
-0.9,-4.784,-0.448,-0.921,-1.046,-0.972,-0.216,-0.357,0.996,-3.203,0.021,-1.363,59680162B91433810506609
2.181,6.196,0.623,0.248,-0.878,1.885,-0.54,-0.933,0.348,1.783,-0.507,0.116,59680162B91454305469147
0.767,3.672,1.465,-0.984,1.299,1.659,2.894,1.946,1.327,1.557,1.021,0.039,59680162B9145923747098
1.283,4.18,0.525,0.735,2.159,0.508,0.562,-0.357,0.918,2.319,1.584,-0.015,59680162B91492845849591
-0.756,-0.012,0.5,-0.687,-1.271,0.439,-0.163,-0.933,-0.169,-1.959,0.615,0.015,59680162B91711719497512
-1.337,-4.086,-0.547,-0.625,-3.848,-1.57,-2.67,-0.357,-0.385,-3.203,-2.335,0.079,59680162B91755424681987
-1.873,-2.041,-0.49,0.161,0.635,0.579,-0.616,-0.933,0.287,-2.433,0.569,0.025,59680162B91872344495309
-2.775,-6.287,-1.488,-0.91,-2.203,-1.308,-2.172,-0.357,0.161,-3.203,-2.335,-0.07,59680162B91981903970684
0.154,-0.864,-0.501,-0.765,0.642,-0.699,-0.076,0.795,0.264,-1.654,-0.655,-0.106,59680162B92155854422456
-1.06,-5.791,-1.388,0.411,-2.688,-2.261,-0.445,-0.933,-0.428,-3.203,-1.98,-0.528,59680162B92640548002056
-4.087,-6.287,-1.37,-0.855,-3.392,-2.761,-2.068,0.219,-0.706,-3.203,-1.549,0.09,59680162B92942987363648
0.118,0.285,0.099,-1.359,0.066,-1.163,1.154,0.219,0.692,-1.155,-0.156,-0.149,59680162B92999716235821
2.79,4.298,0.99,1.449,0.882,2.255,1.35,0.219,0.359,3.164,1.65,-0.056,59680162B93100308813933
-1.874,-5.897,0.443,-2.46,-3.09,-2.415,-2.709,-0.357,0.274,-1.282,-1.554,-0.117,59680162B93345317219884
2.261,4.115,1.107,1.392,2.497,1.956,3.131,-0.357,0.347,3.316,2.442,0.275,59680162B93375949891062
-2.748,-5.037,-1.036,-0.897,-2.836,-1.88,-2.589,-0.357,0.297,-3.203,-0.883,-0.218,59680162B93423525469915
-3.364,-4.927,-1.488,0.174,-3.074,-2.761,-1.996,-0.933,-0.19,-3.139,-1.668,-0.15,59680162B9357675593038
-2.951,-4.66,0.296,-0.72,-3.848,-2.655,-0.412,-0.933,0.143,-3.203,-1.465,-0.319,59680162B93651715341205
-2.111,0.519,0.204,-0.685,1.622,-1.869,-2.541,-0.933,-0.535,-3.203,-2.264,0.275,59680162B93998087230069
-3.528,-3.108,-1.488,-1.395,-0.406,-1.243,1.551,-0.933,-0.037,-3.203,-2.335,-0.328,59680162B94034829608504
-1.198,-2.951,-0.29,-2.333,-0.764,-2.342,0.247,-0.933,-0.082,-3.203,-1.739,-0.399,59680162B94225169025314
-1.442,-3.11,0.228,-1.654,-2.939,-2.761,-2.574,-0.933,-0.407,-3.203,-2.335,0.231,59680162B94327255764727
3.307,3.973,0.375,-0.388,0.701,0.065,2.464,0.795,0.302,3.147,1.525,0.22,59680162B94433697734962
-0.382,1.12,0.58,-0.181,-1.418,0.509,-1.084,-0.357,-0.006,-2.094,0.394,0.3,59680162B94450341733030
1.073,1.102,-0.272,-0.769,-0.63,-1.266,0.029,0.219,0.33,-2.457,-0.856,-0.297,59680162B94527775336179
-0.086,-0.469,0.901,-1.063,-0.051,1.912,-0.594,0.795,0.126,-3.203,0.267,0.034,59680162B94726154492089
0.173,3.572,0.699,0.898,1.509,1.314,2.284,0.219,0.125,2.91,1.543,0.097,59680162B95103667512911
-0.799,3.017,0.296,1.375,0.563,0.196,1.916,2.522,1.5,3.531,0.595,0.279,59680162B95139171035149
-1.307,-5.736,0.626,-1.106,-1.74,0.838,-0.857,-0.933,0.056,-1.524,0.999,0.355,59680162B95147302907135
0.984,0.168,0.54,0.679,-0.47,0.793,0.723,0.219,0.286,-0.383,-0.51,0.366,59680162B95265909286240
2.691,2.526,0.834,0.76,1.631,0.835,3.007,0.219,0.78,1.485,1.336,0.016,59680162B95285688800937
-7.119,-6.217,0.196,-0.547,-2.657,-2.761,-0.911,-0.933,-0.275,-3.203,-2.335,-0.018,59680162B95372959647234
-1.31,-5.922,-1.488,-0.751,-2.731,-2.257,-1.495,-0.933,-0.581,-1.428,-2.335,-0.117,59680162B95469939765095
0.89,-4.347,-1.488,-0.903,-0.176,-1.535,-0.043,1.371,0.381,0.455,-1.607,-0.197,59680162B95559320678868
-2.662,-2.112,-0.846,1.053,-3.848,-0.93,-0.942,-0.933,0.388,0.451,-2.335,0.004,59680162B9558481059390
-3.268,-5.968,-1.488,-0.454,-2.11,-2.761,-2.709,-0.933,-0.486,-3.203,-2.335,0.162,59680162B95600296408215
3.045,2.42,2.22,2.475,1.729,1.872,1.232,-0.357,0.911,1.855,1.965,0.128,59680162B96182902271382
0.191,-2.066,-0.358,-0.761,-1.66,-1.028,-1.346,-0.357,-0.098,-3.203,-0.831,-0.151,59680162B96484505623852
-1.789,-6.287,-0.288,-0.588,-3.349,-2.426,-2.561,0.219,-0.324,-2.522,-1.106,-0.369,59680162B96723309662383
-2.152,-3.449,-1.488,-0.614,-2.084,-2.015,-2.709,-0.933,-0.451,-3.203,-1.985,-0.287,59680162B96890005302109
-2.229,-3.691,-0.853,-1.786,-2.814,-1.591,-0.183,-0.933,-1.251,-0.442,-2.335,0.193,59680162B96934818178887
2.15,0.504,-0.377,0.028,-0.412,1.56,1.2,0.219,0.677,2.67,1.639,0.37,59680162B96971531554224
3.513,6.901,0.224,-0.374,0.229,1.134,2.797,0.219,0.681,2.945,0.648,0.428,59680162B96995039930644
-0.563,-6.287,-1.488,-1.197,-3.848,-2.046,-0.97,-0.357,0.592,-1.98,-1.259,-0.001,59680162B97039944509950
-2.751,-6.033,-1.488,-0.2,-2.561,-2.761,-1.787,-0.933,-0.012,-3.203,-1.086,-0.046,59680162B97170897047692
-0.478,0.553,0.194,-0.751,0.319,1.575,0.304,0.219,0.075,-3.203,-0.139,-0.246,59680162B97277051818349
-1.027,-5.847,-1.348,-0.581,-2.263,-1.884,-2.709,-0.933,-0.093,-3.203,-1.468,-0.89,59680162B97377368460903
-1.214,-6.27,-1.197,-0.713,-2.61,-1.426,-2.709,-0.933,0.077,-3.203,-2.335,-0.002,59680162B97395677882832
-3.52,-3.135,-0.399,-1.362,-1.999,-1.76,-0.228,-0.933,-0.738,-3.203,-0.891,-0.318,59680162B97490121732821
3.941,2.718,1.66,-0.518,0.825,1.538,1.874,0.219,0.529,2.997,2.737,0.158,59680162B97563361057366
1.778,2.693,1.2,-0.107,1.743,1.241,1.236,-0.357,-0.124,2.19,2.352,0.015,59680162B97642938083661
-1.367,-6.287,-0.108,-0.967,-0.585,-0.457,-2.522,-0.933,-0.504,-3.203,-0.943,-1.296,59680162B97802053648263
-4.615,-6.287,-0.793,-1.764,-1.848,-2.761,-0.913,-0.933,-0.551,-3.203,-2.335,-1.159,59680162B97817900806996
3.699,6.12,1.2,1.431,1.999,2.004,2.096,-0.933,-0.058,2.33,3.685,0.261,59680162B97880726687240
1.821,0.676,0.752,-0.136,3.284,1.626,0.31,-0.933,0.428,6.287,0.564,-0.33,59680162B98184498564097
2.6,-1.487,0.653,0.822,-0.022,0.001,0.289,0.795,0.701,1.528,0.183,0.034,59680162B98222207712503
-2.421,-6.287,-1.488,-0.174,-1.763,-2.761,-2.709,-0.933,-0.331,-3.203,-2.335,-0.174,59680162B98234428566305
-1.213,-1.791,-0.722,0.86,-0.663,-0.257,0.595,-0.357,0.13,-1.032,-0.907,0.154,59680162B98306169506823
0.295,-3.457,-1.051,-0.111,-1.245,-2.761,0.674,-0.357,-0.156,-2.319,-1.787,0.11,59680162B98467355573765
1.501,5.439,2.024,1.495,0.277,0.835,1.929,0.219,0.67,1.385,2.938,-0.07,59680162B98747212970025
-0.209,2.108,-0.257,0.407,1.382,1.46,0.727,1.946,0.169,-0.888,0.328,-0.318,59680162B98903295811344
-2.156,-6.287,-0.513,-1.009,-1.57,-1.279,-1.659,-0.933,1.05,-3.203,-0.726,-0.093,59680162B9896757167153
-0.651,-0.124,0.196,0.362,0.144,0.286,-0.037,0.795,-0.161,-2.468,0.12,-0.24,59680162B99039921741080
-0.625,-0.946,0.102,-1.181,-2.697,-2.173,-1.693,-0.933,1.015,-2.266,-2.335,-0.198,59680162B99060674505372
-2.71,-3.767,-1.317,-2.207,-1.392,-2.072,-0.528,-0.933,-0.11,-3.203,0.15,-0.145,59680162B99262810585367
-1.876,0.843,1.197,-0.952,-0.182,-0.351,-0.998,-0.357,0.224,-1.648,-1.674,0.133,59680162B99351931357354
-3.073,-6.287,-0.198,-1.785,-3.563,-2.761,-2.709,-0.933,-1.076,-2.242,-2.271,-0.126,59680162B9948554175301
-2.237,-6.287,-1.21,-0.15,-1.809,-0.254,-2.708,0.219,0.582,-3.203,-0.849,-0.579,59680162B9948575660850
-3.102,-4.619,-1.283,-0.017,0.536,-0.596,-1.135,0.219,-0.347,-3.173,-0.396,-0.132,59680162B99535636657731
-0.186,-0.393,0.555,0.678,0.258,0.376,1.158,-0.357,-0.134,-1.664,0.447,-0.092,59680162B99778789604362
-0.368,-2.979,-1.197,0.775,-2.182,-0.29,-2.642,0.795,-0.173,-3.038,-2.176,-0.65,59680162B99837769325291
-0.75,-4.635,-0.954,-1.127,-1.901,-2.761,-1.359,-0.933,-0.429,-3.203,-0.288,-0.325,59680162B99856631560735
-5.769,-6.219,-0.629,-0.407,-2.25,-1.748,-2.287,0.219,0.421,-3.203,-0.721,0.077,59680162B99910214526625
